tick | mnemonic
1670 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1671 | if Z set: jmp @fetch
1672 | pc + extended(dr[22:0]) -> pc
1673 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1674 | dr[22:0] + pc -> ar
1675 | mem(ar)[31:0] -> dr
1676 | dr[31:0] -> acc
1677 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1678 | dr[22:0] + pc -> ar
1679 | mem(ar)[31:0] -> dr
1680 | acc + mem(ar) -> acc
1681 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1682 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1683 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1684 | dr[22:0] + pc -> ar
1685 | mem(ar)[31:0] -> dr
1686 | dr[31:0] -> acc
1687 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1688 | dr[22:0] + pc -> ar
1689 | mem(ar)[31:0] -> dr
1690 | acc * mem(ar) -> acc
1691 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1692 | dr[22:0] + pc -> ar
1693 | mem(ar)[31:0] -> dr
1694 | acc + mem(ar) -> acc
1695 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1696 | dr[22:0] + pc -> ar
1697 | acc[31:0] -> mem(ar)
1698 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1699 | dr[22:0] + pc -> ar
1700 | mem(ar)[31:0] -> dr
1701 | dr[31:0] -> acc
1702 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1703 | acc - 1 -> acc
1704 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1705 | dr[22:0] + pc -> ar
1706 | acc[31:0] -> mem(ar)
1707 | shadow_acc[31:0] -> mem(shadow_ar)
1708 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1709 | if Z set: jmp @fetch
1710 | pc + extended(dr[22:0]) -> pc
1711 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1712 | dr[22:0] + pc -> ar
1713 | mem(ar)[31:0] -> dr
1714 | dr[31:0] -> acc
1715 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1716 | dr[22:0] + pc -> ar
1717 | mem(ar)[31:0] -> dr
1718 | acc + mem(ar) -> acc
1719 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1720 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1721 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1722 | dr[22:0] + pc -> ar
1723 | mem(ar)[31:0] -> dr
1724 | dr[31:0] -> acc
1725 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1726 | dr[22:0] + pc -> ar
1727 | mem(ar)[31:0] -> dr
1728 | acc * mem(ar) -> acc
1729 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1730 | dr[22:0] + pc -> ar
1731 | mem(ar)[31:0] -> dr
1732 | acc + mem(ar) -> acc
1733 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1734 | dr[22:0] + pc -> ar
1735 | acc[31:0] -> mem(ar)
1736 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1737 | dr[22:0] + pc -> ar
1738 | mem(ar)[31:0] -> dr
1739 | dr[31:0] -> acc
1740 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1741 | acc - 1 -> acc
1742 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1743 | dr[22:0] + pc -> ar
1744 | acc[31:0] -> mem(ar)
1745 | shadow_acc[31:0] -> mem(shadow_ar)
1746 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1747 | if Z set: jmp @fetch
1748 | pc + extended(dr[22:0]) -> pc
1749 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1750 | dr[22:0] + pc -> ar
1751 | mem(ar)[31:0] -> dr
1752 | dr[31:0] -> acc
1753 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1754 | dr[22:0] + pc -> ar
1755 | mem(ar)[31:0] -> dr
1756 | acc + mem(ar) -> acc
1757 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1758 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1759 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1760 | dr[22:0] + pc -> ar
1761 | mem(ar)[31:0] -> dr
1762 | dr[31:0] -> acc
1763 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1764 | dr[22:0] + pc -> ar
1765 | mem(ar)[31:0] -> dr
1766 | acc * mem(ar) -> acc
1767 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1768 | dr[22:0] + pc -> ar
1769 | mem(ar)[31:0] -> dr
1770 | acc + mem(ar) -> acc
1771 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1772 | dr[22:0] + pc -> ar
1773 | acc[31:0] -> mem(ar)
1774 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1775 | dr[22:0] + pc -> ar
1776 | mem(ar)[31:0] -> dr
1777 | dr[31:0] -> acc
1778 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1779 | acc - 1 -> acc
1780 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1781 | dr[22:0] + pc -> ar
1782 | acc[31:0] -> mem(ar)
1783 | shadow_acc[31:0] -> mem(shadow_ar)
1784 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1785 | if Z set: jmp @fetch
1786 | pc + extended(dr[22:0]) -> pc
1787 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1788 | dr[22:0] + pc -> ar
1789 | mem(ar)[31:0] -> dr
1790 | dr[31:0] -> acc
1791 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1792 | dr[22:0] + pc -> ar
1793 | mem(ar)[31:0] -> dr
1794 | acc + mem(ar) -> acc
1795 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1796 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1797 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1798 | dr[22:0] + pc -> ar
1799 | mem(ar)[31:0] -> dr
1800 | dr[31:0] -> acc
1801 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1802 | dr[22:0] + pc -> ar
1803 | mem(ar)[31:0] -> dr
1804 | acc * mem(ar) -> acc
1805 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1806 | dr[22:0] + pc -> ar
1807 | mem(ar)[31:0] -> dr
1808 | acc + mem(ar) -> acc
1809 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1810 | dr[22:0] + pc -> ar
1811 | acc[31:0] -> mem(ar)
1812 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1813 | dr[22:0] + pc -> ar
1814 | mem(ar)[31:0] -> dr
1815 | dr[31:0] -> acc
1816 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1817 | acc - 1 -> acc
1818 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1819 | dr[22:0] + pc -> ar
1820 | acc[31:0] -> mem(ar)
1821 | shadow_acc[31:0] -> mem(shadow_ar)
1822 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1823 | if Z set: jmp @fetch
1824 | pc + extended(dr[22:0]) -> pc
1825 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1826 | dr[22:0] + pc -> ar
1827 | mem(ar)[31:0] -> dr
1828 | dr[31:0] -> acc
1829 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1830 | dr[22:0] + pc -> ar
1831 | mem(ar)[31:0] -> dr
1832 | acc + mem(ar) -> acc
1833 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1834 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1835 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1836 | dr[22:0] + pc -> ar
1837 | mem(ar)[31:0] -> dr
1838 | dr[31:0] -> acc
1839 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1840 | dr[22:0] + pc -> ar
1841 | mem(ar)[31:0] -> dr
1842 | acc * mem(ar) -> acc
1843 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1844 | dr[22:0] + pc -> ar
1845 | mem(ar)[31:0] -> dr
1846 | acc + mem(ar) -> acc
1847 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1848 | dr[22:0] + pc -> ar
1849 | acc[31:0] -> mem(ar)
1850 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1851 | dr[22:0] + pc -> ar
1852 | mem(ar)[31:0] -> dr
1853 | dr[31:0] -> acc
1854 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1855 | acc - 1 -> acc
1856 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1857 | dr[22:0] + pc -> ar
1858 | acc[31:0] -> mem(ar)
1859 | shadow_acc[31:0] -> mem(shadow_ar)
1860 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1861 | if Z set: jmp @fetch
1862 | pc + extended(dr[22:0]) -> pc
1863 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1864 | dr[22:0] + pc -> ar
1865 | mem(ar)[31:0] -> dr
1866 | dr[31:0] -> acc
1867 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1868 | dr[22:0] + pc -> ar
1869 | mem(ar)[31:0] -> dr
1870 | acc + mem(ar) -> acc
1871 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1872 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1873 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1874 | dr[22:0] + pc -> ar
1875 | mem(ar)[31:0] -> dr
1876 | dr[31:0] -> acc
1877 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1878 | dr[22:0] + pc -> ar
1879 | mem(ar)[31:0] -> dr
1880 | acc * mem(ar) -> acc
1881 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1882 | dr[22:0] + pc -> ar
1883 | mem(ar)[31:0] -> dr
1884 | acc + mem(ar) -> acc
1885 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1886 | dr[22:0] + pc -> ar
1887 | acc[31:0] -> mem(ar)
1888 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1889 | dr[22:0] + pc -> ar
1890 | mem(ar)[31:0] -> dr
1891 | dr[31:0] -> acc
1892 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1893 | acc - 1 -> acc
1894 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1895 | dr[22:0] + pc -> ar
1896 | acc[31:0] -> mem(ar)
1897 | shadow_acc[31:0] -> mem(shadow_ar)
1898 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1899 | if Z set: jmp @fetch
1900 | pc + extended(dr[22:0]) -> pc
1901 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1902 | dr[22:0] + pc -> ar
1903 | mem(ar)[31:0] -> dr
1904 | dr[31:0] -> acc
1905 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1906 | dr[22:0] + pc -> ar
1907 | mem(ar)[31:0] -> dr
1908 | acc + mem(ar) -> acc
1909 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1910 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1911 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1912 | dr[22:0] + pc -> ar
1913 | mem(ar)[31:0] -> dr
1914 | dr[31:0] -> acc
1915 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1916 | dr[22:0] + pc -> ar
1917 | mem(ar)[31:0] -> dr
1918 | acc * mem(ar) -> acc
1919 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1920 | dr[22:0] + pc -> ar
1921 | mem(ar)[31:0] -> dr
1922 | acc + mem(ar) -> acc
1923 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1924 | dr[22:0] + pc -> ar
1925 | acc[31:0] -> mem(ar)
1926 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1927 | dr[22:0] + pc -> ar
1928 | mem(ar)[31:0] -> dr
1929 | dr[31:0] -> acc
1930 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1931 | acc - 1 -> acc
1932 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1933 | dr[22:0] + pc -> ar
1934 | acc[31:0] -> mem(ar)
1935 | shadow_acc[31:0] -> mem(shadow_ar)
1936 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1937 | if Z set: jmp @fetch
1938 | pc + extended(dr[22:0]) -> pc
1939 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1940 | dr[22:0] + pc -> ar
1941 | mem(ar)[31:0] -> dr
1942 | dr[31:0] -> acc
1943 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1944 | dr[22:0] + pc -> ar
1945 | mem(ar)[31:0] -> dr
1946 | acc + mem(ar) -> acc
1947 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1948 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1949 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1950 | dr[22:0] + pc -> ar
1951 | mem(ar)[31:0] -> dr
1952 | dr[31:0] -> acc
1953 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1954 | dr[22:0] + pc -> ar
1955 | mem(ar)[31:0] -> dr
1956 | acc * mem(ar) -> acc
1957 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1958 | dr[22:0] + pc -> ar
1959 | mem(ar)[31:0] -> dr
1960 | acc + mem(ar) -> acc
1961 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1962 | dr[22:0] + pc -> ar
1963 | acc[31:0] -> mem(ar)
1964 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1965 | dr[22:0] + pc -> ar
1966 | mem(ar)[31:0] -> dr
1967 | dr[31:0] -> acc
1968 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1969 | acc - 1 -> acc
1970 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1971 | dr[22:0] + pc -> ar
1972 | acc[31:0] -> mem(ar)
1973 | shadow_acc[31:0] -> mem(shadow_ar)
1974 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1975 | if Z set: jmp @fetch
1976 | pc + extended(dr[22:0]) -> pc
1977 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1978 | dr[22:0] + pc -> ar
1979 | mem(ar)[31:0] -> dr
1980 | dr[31:0] -> acc
1981 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1982 | dr[22:0] + pc -> ar
1983 | mem(ar)[31:0] -> dr
1984 | acc + mem(ar) -> acc
1985 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1986 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
1987 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1988 | dr[22:0] + pc -> ar
1989 | mem(ar)[31:0] -> dr
1990 | dr[31:0] -> acc
1991 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1992 | dr[22:0] + pc -> ar
1993 | mem(ar)[31:0] -> dr
1994 | acc * mem(ar) -> acc
1995 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
1996 | dr[22:0] + pc -> ar
1997 | mem(ar)[31:0] -> dr
1998 | acc + mem(ar) -> acc
1999 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2000 | dr[22:0] + pc -> ar
2001 | acc[31:0] -> mem(ar)
2002 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2003 | dr[22:0] + pc -> ar
2004 | mem(ar)[31:0] -> dr
2005 | dr[31:0] -> acc
2006 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2007 | acc - 1 -> acc
2008 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2009 | dr[22:0] + pc -> ar
2010 | acc[31:0] -> mem(ar)
2011 | shadow_acc[31:0] -> mem(shadow_ar)
2012 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2013 | if Z set: jmp @fetch
2014 | pc + extended(dr[22:0]) -> pc
2015 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2016 | dr[22:0] + pc -> ar
2017 | mem(ar)[31:0] -> dr
2018 | dr[31:0] -> acc
2019 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2020 | dr[22:0] + pc -> ar
2021 | mem(ar)[31:0] -> dr
2022 | acc + mem(ar) -> acc
2023 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2024 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
2025 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2026 | dr[22:0] + pc -> ar
2027 | mem(ar)[31:0] -> dr
2028 | dr[31:0] -> acc
2029 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2030 | dr[22:0] + pc -> ar
2031 | mem(ar)[31:0] -> dr
2032 | acc * mem(ar) -> acc
2033 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2034 | dr[22:0] + pc -> ar
2035 | mem(ar)[31:0] -> dr
2036 | acc + mem(ar) -> acc
2037 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2038 | dr[22:0] + pc -> ar
2039 | acc[31:0] -> mem(ar)
2040 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2041 | dr[22:0] + pc -> ar
2042 | mem(ar)[31:0] -> dr
2043 | dr[31:0] -> acc
2044 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2045 | acc - 1 -> acc
2046 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2047 | dr[22:0] + pc -> ar
2048 | acc[31:0] -> mem(ar)
2049 | shadow_acc[31:0] -> mem(shadow_ar)
2050 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2051 | if Z set: jmp @fetch
2052 | pc + extended(dr[22:0]) -> pc
2053 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2054 | dr[22:0] + pc -> ar
2055 | mem(ar)[31:0] -> dr
2056 | dr[31:0] -> acc
2057 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2058 | dr[22:0] + pc -> ar
2059 | mem(ar)[31:0] -> dr
2060 | acc + mem(ar) -> acc
2061 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2062 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
2063 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2064 | dr[22:0] + pc -> ar
2065 | mem(ar)[31:0] -> dr
2066 | dr[31:0] -> acc
2067 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2068 | dr[22:0] + pc -> ar
2069 | mem(ar)[31:0] -> dr
2070 | acc * mem(ar) -> acc
2071 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2072 | dr[22:0] + pc -> ar
2073 | mem(ar)[31:0] -> dr
2074 | acc + mem(ar) -> acc
2075 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2076 | dr[22:0] + pc -> ar
2077 | acc[31:0] -> mem(ar)
2078 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2079 | dr[22:0] + pc -> ar
2080 | mem(ar)[31:0] -> dr
2081 | dr[31:0] -> acc
2082 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2083 | acc - 1 -> acc
2084 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2085 | dr[22:0] + pc -> ar
2086 | acc[31:0] -> mem(ar)
2087 | shadow_acc[31:0] -> mem(shadow_ar)
2088 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2089 | if Z set: jmp @fetch
2090 | pc + extended(dr[22:0]) -> pc
2091 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2092 | dr[22:0] + pc -> ar
2093 | mem(ar)[31:0] -> dr
2094 | dr[31:0] -> acc
2095 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2096 | dr[22:0] + pc -> ar
2097 | mem(ar)[31:0] -> dr
2098 | acc + mem(ar) -> acc
2099 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2100 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
2101 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2102 | dr[22:0] + pc -> ar
2103 | mem(ar)[31:0] -> dr
2104 | dr[31:0] -> acc
2105 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2106 | dr[22:0] + pc -> ar
2107 | mem(ar)[31:0] -> dr
2108 | acc * mem(ar) -> acc
2109 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2110 | dr[22:0] + pc -> ar
2111 | mem(ar)[31:0] -> dr
2112 | acc + mem(ar) -> acc
2113 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2114 | dr[22:0] + pc -> ar
2115 | acc[31:0] -> mem(ar)
2116 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2117 | dr[22:0] + pc -> ar
2118 | mem(ar)[31:0] -> dr
2119 | dr[31:0] -> acc
2120 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2121 | acc - 1 -> acc
2122 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2123 | dr[22:0] + pc -> ar
2124 | acc[31:0] -> mem(ar)
2125 | shadow_acc[31:0] -> mem(shadow_ar)
2126 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2127 | if Z set: jmp @fetch
2128 | pc + extended(dr[22:0]) -> pc
2129 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2130 | dr[22:0] + pc -> ar
2131 | mem(ar)[31:0] -> dr
2132 | dr[31:0] -> acc
2133 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2134 | dr[22:0] + pc -> ar
2135 | mem(ar)[31:0] -> dr
2136 | acc + mem(ar) -> acc
2137 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2138 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
2139 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2140 | dr[22:0] + pc -> ar
2141 | mem(ar)[31:0] -> dr
2142 | dr[31:0] -> acc
2143 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2144 | dr[22:0] + pc -> ar
2145 | mem(ar)[31:0] -> dr
2146 | acc * mem(ar) -> acc
2147 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2148 | dr[22:0] + pc -> ar
2149 | mem(ar)[31:0] -> dr
2150 | acc + mem(ar) -> acc
2151 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2152 | dr[22:0] + pc -> ar
2153 | acc[31:0] -> mem(ar)
2154 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2155 | dr[22:0] + pc -> ar
2156 | mem(ar)[31:0] -> dr
2157 | dr[31:0] -> acc
2158 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2159 | acc - 1 -> acc
2160 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2161 | dr[22:0] + pc -> ar
2162 | acc[31:0] -> mem(ar)
2163 | shadow_acc[31:0] -> mem(shadow_ar)
2164 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2165 | if Z set: jmp @fetch
2166 | pc + extended(dr[22:0]) -> pc
2167 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2168 | dr[22:0] + pc -> ar
2169 | mem(ar)[31:0] -> dr
2170 | dr[31:0] -> acc
2171 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2172 | dr[22:0] + pc -> ar
2173 | mem(ar)[31:0] -> dr
2174 | acc + mem(ar) -> acc
2175 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2176 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
2177 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2178 | dr[22:0] + pc -> ar
2179 | mem(ar)[31:0] -> dr
2180 | dr[31:0] -> acc
2181 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2182 | dr[22:0] + pc -> ar
2183 | mem(ar)[31:0] -> dr
2184 | acc * mem(ar) -> acc
2185 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2186 | dr[22:0] + pc -> ar
2187 | mem(ar)[31:0] -> dr
2188 | acc + mem(ar) -> acc
2189 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2190 | dr[22:0] + pc -> ar
2191 | acc[31:0] -> mem(ar)
2192 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2193 | dr[22:0] + pc -> ar
2194 | mem(ar)[31:0] -> dr
2195 | dr[31:0] -> acc
2196 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2197 | acc - 1 -> acc
2198 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2199 | dr[22:0] + pc -> ar
2200 | acc[31:0] -> mem(ar)
2201 | shadow_acc[31:0] -> mem(shadow_ar)
2202 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2203 | if Z set: jmp @fetch
2204 | pc + extended(dr[22:0]) -> pc
2205 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2206 | dr[22:0] + pc -> ar
2207 | mem(ar)[31:0] -> dr
2208 | dr[31:0] -> acc
2209 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2210 | dr[22:0] + pc -> ar
2211 | mem(ar)[31:0] -> dr
2212 | acc + mem(ar) -> acc
2213 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2214 | acc <-> shadow_acc, dr[22:0] + pc -> ar -> shadow_ar
2215 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2216 | dr[22:0] + pc -> ar
2217 | mem(ar)[31:0] -> dr
2218 | dr[31:0] -> acc
2219 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2220 | dr[22:0] + pc -> ar
2221 | mem(ar)[31:0] -> dr
2222 | acc * mem(ar) -> acc
2223 | mem(pc)[31:0] -> dr, pc+4 -> pc, jmp @instruction
2224 | dr[22:0] + pc -> ar
2225 | mem(ar)[31:0] -> dr
2226 | acc + mem(ar) -> acc
